,Category,Message
1336,0,sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon
1337,0,sweet we may or may not go to u to meet carlos so gauge pattys interest in that
1338,0,then she buying today ü no need to c meh
1339,0,aight sorry i take ten years to shower whats the plan
1340,0,every mondaynxt week vl be completing
1341,0,might ax well im there
1342,0,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay
1343,0,yeah ill try to scrounge something up
1344,0,crazy ar hes married ü like gd looking guys not me my frens like say hes korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go
1345,0,were somewhere on fredericksburg
1346,0,que pases un buen tiempo or something like that
1347,0,is it ok if i stay the night here xavier has a sleeping bag and im getting tired
1348,0,she doesnt need any test
1349,0,nothing much chillin at home any super bowl plan
1350,1,freeday sexy st georges day pic of jordantxt pic to dont miss out then every wk a saucy celeb more pics c pocketbabecouk £wk
1351,0,bugis oso near wat
1352,0,yo theres no class tmrw right
1353,0,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun sent via waysmscom
1354,0,goodnight sleep well da please take care pa please
1355,0,baaaaabe i misss youuuuu where are you i have to go and teach my class at
1356,0,convey my regards to him
1357,0,u ned to convince him tht its not possible witot hurting his feeling its the main
1358,0,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy
1359,0,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh
1360,0,ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to ltgt frnds in ltgt mins whn u read
1361,0,yo dude guess who just got arrested the other day
1362,0,shuhui say change suntec steamboat u noe where where r u now
1363,0,what does the dance river do
1364,0,yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger
1365,0,hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt
1366,1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k
1367,0,bbq this sat at mine from ish ur welcome come
1368,0,i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough …
1369,0,alright im outhave a good night
1370,0,did you try making another butt
1371,0,hope you are feeling great pls fill me in abiola
1372,0,i though we shd go out n have some fun so bar in town or something – sound ok
1373,0,go to write msg put on dictionary mode cover the screen with hand press ltgt gently remove ur hand its interesting
1374,1,bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call pmin stop texts call
1375,1,new mobiles from must go txt nokia to no collect yours todayfrom only £ optout gbpmtmsg txtauction
1376,0,were finally ready fyi
1377,0,auntie huai juan never pick up her phone
1378,1,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptoutlf
1379,0,ya tel wats ur problem
1380,1,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hl info
1381,0,i dnt wnt to tlk wid u
1382,0,we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight
1383,0,its ok my arm is feeling weak cuz i got a shot so we can go another time
1384,0,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle
1385,0,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person bt not his girlfrnd g o o d n i g h t
1386,0,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes
1387,0,all e best ur exam later
1388,0,hope ur head doesnt hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like
1389,0,oh ki think most of wi and nz players unsold
1390,0,haha where got so fast lose weight thk muz go a month den got effect geelater we go aust put bk e weight
1391,0,i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net i think of you boytoy
1392,0,haha just kidding papa needs drugs
1393,0,thk shld b can ya i wana go lessons haha can go for one whole stretch
1394,0,oh ok
1395,0,r we still meeting dinner tonight
1396,0,thats cool i am a gentleman and will treat you with dignity and respect
1397,0,shall i start from hear
1398,0,then we wait u lor no need feel bad lar
1399,0,no did you check i got his detailed message now
1400,0,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone
1401,0,no i decided that only people who care about stuff vote and caring about stuff is for losers
1402,0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
1403,0,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone
1404,0,cool we will have fun practicing making babies
1405,0,actually getting ready to leave the house
1406,0,kkany special today
1407,1,urgent important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting for you
1408,0,then we gotta do it after that
1409,0,ive got ten bucks jay is being noncomittal
1410,0,where at were hungry too
1411,0,pls speak to that customer machan
1412,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams
1413,0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
1414,1,dear uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs
1415,0,so wats ur opinion abt him and how abt is character
1416,0,jay is snickering and tells me that x is totally fucking up the chords as we speak
